974,944,1
3505,3504,1
3516,3504,1
3516,3505,1
3517,3504,1
3517,3505,1
3517,3516,1
3518,3504,1
3518,3505,1
3518,3516,1
3518,3517,1
3519,3504,1
3519,3505,1
3519,3516,1
3519,3517,1
3519,3518,1
3520,3504,1
3520,3505,1
3520,3516,1
3520,3517,1
3520,3519,1
3520,3518,1
3522,3504,1
3522,3505,1
3522,3520,1
3522,3516,1
3522,3517,1
3522,3519,1
3522,3518,1
3523,3504,1
3523,3505,1
3523,3520,1
3523,3522,1
3523,3516,1
3523,3517,1
3523,3519,1
3523,3518,1
3524,3504,1
3524,3505,1
3524,3520,1
3524,3522,1
3524,3517,1
3524,3523,1
3524,3516,1
3524,3519,1
3524,3518,1
3525,3504,1
3525,3505,1
3525,3520,1
3525,3522,1
3525,3517,1
3525,3524,1
3525,3523,1
3525,3516,1
3525,3519,1
3525,3518,1
3528,3504,1
3528,3505,1
3528,3520,1
3528,3522,1
3528,3517,1
3528,3524,1
3528,3523,1
3528,3516,1
3528,3525,1
3528,3519,1
3528,3518,1
3529,3504,1
3529,3505,1
3529,3520,1
3529,3522,1
3529,3517,1
3529,3524,1
3529,3523,1
3529,3516,1
3529,3525,1
3529,3519,1
3529,3518,1
3529,3528,1
3530,3504,1
3530,3505,1
3530,3520,1
3530,3522,1
3530,3517,1
3530,3529,1
3530,3524,1
3530,3523,1
3530,3516,1
3530,3525,1
3530,3519,1
3530,3518,1
3530,3528,1
3531,3504,1
3531,3505,1
3531,3520,1
3531,3522,1
3531,3517,1
3531,3529,1
3531,3524,1
3531,3523,1
3531,3516,1
3531,3525,1
3531,3519,1
3531,3518,1
3531,3528,1
3531,3530,1
3535,3504,1
3535,3505,1
3535,3520,1
3535,3522,1
3535,3517,1
3535,3529,1
3535,3524,1
3535,3523,1
3535,3531,1
3535,3516,1
3535,3525,1
3535,3519,1
3535,3518,1
3535,3528,1
3535,3530,1
3537,3504,1
3537,3505,1
3537,3520,1
3537,3522,1
3537,3517,1
3537,3529,1
3537,3524,1
3537,3523,1
3537,3531,1
3537,3516,1
3537,3525,1
3537,3519,1
3537,3535,1
3537,3518,1
3537,3528,1
3537,3530,1
3539,3504,1
3539,3505,1
3539,3520,1
3539,3522,1
3539,3517,1
3539,3529,1
3539,3524,1
3539,3523,1
3539,3537,1
3539,3531,1
3539,3516,1
3539,3525,1
3539,3519,1
3539,3535,1
3539,3518,1
3539,3528,1
3539,3530,1
3540,3504,1
3540,3505,1
3540,3520,1
3540,3522,1
3540,3517,1
3540,3529,1
3540,3524,1
3540,3523,1
3540,3537,1
3540,3531,1
3540,3516,1
3540,3525,1
3540,3539,1
3540,3519,1
3540,3535,1
3540,3518,1
3540,3528,1
3540,3530,1
3541,3504,1
3541,3505,1
3541,3520,1
3541,3522,1
3541,3517,1
3541,3529,1
3541,3524,1
3541,3523,1
3541,3537,1
3541,3531,1
3541,3516,1
3541,3525,1
3541,3539,1
3541,3519,1
3541,3535,1
3541,3518,1
3541,3528,1
3541,3530,1
3541,3540,1
3542,3504,1
3542,3505,1
3542,3520,1
3542,3522,1
3542,3517,1
3542,3529,1
3542,3524,1
3542,3523,1
3542,3537,1
3542,3531,1
3542,3516,1
3542,3525,1
3542,3539,1
3542,3519,1
3542,3535,1
3542,3518,1
3542,3528,1
3542,3530,1
3542,3540,1
3542,3541,1
3795,3793,1
4340,4337,1
7316,7315,1
8513,8512,1
9005,9002,1
9006,9002,1
9006,9005,1
9008,9002,1
9008,9005,1
9008,9006,1
9067,9066,1
9075,9073,1
9076,9073,1
9076,9075,1
9077,9076,1
9077,9073,1
9077,9075,1
9078,9076,1
9078,9077,1
9078,9073,1
9078,9075,1
9079,9076,1
9079,9077,1
9079,9073,1
9079,9078,1
9079,9075,1
9229,9228,1
10461,10460,1
14384,14382,1
15315,15314,1
15584,15580,1
19990,19985,1
24689,24688,1
32725,32722,1
32879,32871,1
32881,32871,1
32881,32879,1
32883,32871,1
32883,32881,1
32883,32879,1
32884,32871,1
32884,32881,1
32884,32879,1
32884,32883,1
32885,32884,1
32885,32871,1
32885,32881,1
32885,32879,1
32885,32883,1
32886,32884,1
32886,32871,1
32886,32881,1
32886,32879,1
32886,32883,1
32886,32885,1
35221,34984,1
35530,35529,1
36013,36007,1
36416,36415,1
36417,36416,1
36417,36415,1
38536,38527,1
39971,39970,1
40166,40165,1
40341,40339,1
40342,40341,1
40342,40339,1
40358,40341,1
40358,40342,1
40358,40339,1
40366,40341,1
40366,40342,1
40366,40339,1
40366,40358,1
40880,40853,1
41156,41150,1
41536,41533,1
41537,41536,1
41537,41533,1
42447,42223,1
42502,42223,1
42502,42447,1
43144,42223,1
43144,42502,1
43144,42447,1
43965,43144,1
43965,42223,1
43965,42502,1
43965,42447,1
44643,44642,1
44645,44643,1
44645,44642,1
44909,44906,1
44910,44906,1
44910,44909,1
44911,44906,1
44911,44910,1
44911,44909,1
44912,44906,1
44912,44910,1
44912,44909,1
44912,44911,1
44914,44906,1
44914,44910,1
44914,44909,1
44914,44911,1
44914,44912,1
44915,44906,1
44915,44910,1
44915,44909,1
44915,44911,1
44915,44914,1
44915,44912,1
44916,44906,1
44916,44910,1
44916,44909,1
44916,44911,1
44916,44914,1
44916,44915,1
44916,44912,1
44917,44906,1
44917,44910,1
44917,44909,1
44917,44911,1
44917,44914,1
44917,44915,1
44917,44912,1
44917,44916,1
45154,45150,1
45205,45173,1
45209,45205,1
45209,45173,1
45686,45282,1
45687,45686,1
45687,45282,1
45688,45687,1
45688,45686,1
